STT;Mã;Dashboard/báo cáo;Thông tin;Mô tả;Nhóm yêu cầu;Phân loại;Đánh giá;Độ chi tiết;Nguồn;Cần phân tích?;Cần test?;DL lịch sử?;Trạng thái mapping;Mapping (nghiệp vụ);Bảng nguồn;Trường nguồn;Điều kiện dữ liệu;Câu lệnh SQL;Note;Kết quả Test;Model;DMT
6;;Dashboard Giám sát tổng hợp toàn thị trường - Thống kê niêm yết theo sàn;Tỷ lệ nộp BCTC;"Số lượng BCTC đã nộp trong kỳ/ Số lượng BCTC thuộc kỳ báo cáo, đã đến hạn nộp so với ngày xuất dữ liệu
";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;IDS.company_data (a);"ROUND(
COUNT(CASE WHEN a.submission_date IS NOT NULL
AND a.submission_date <= a.submission_deadline_date
THEN 1 END)
/ NULLIF(COUNT(*), 0) * 100, 2) AS ty_le_nop_dung_han_pct";"a.report_year = :p_year
AND a.report_quarter = TO_NUMBER(SUBSTR(:p_quarter, 2, 1))
AND a.submission_deadline_date <= SYSDATE";"SELECT
ROUND(
COUNT(CASE WHEN a.submission_date IS NOT NULL
AND a.submission_date <= a.submission_deadline_date
THEN 1 END)
/ NULLIF(COUNT(*), 0) * 100, 2) AS ty_le_nop_dung_han_pct
FROM IDS.company_data a
WHERE a.report_year = :p_year
AND a.report_quarter = TO_NUMBER(SUBSTR(:p_quarter, 2, 1))
AND a.submission_deadline_date <= SYSDATE";;;;
6;;Dashboard Giám sát tổng hợp toàn thị trường - Thống kê niêm yết theo sàn;Số DN báo lãi;"Đếm số doanh nghiệp có LNST > 0 trong kỳ báo cáo.
Công thức LNST theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";COUNT(DISTINCT d.company_profile_id) AS so_dn_bao_lai;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%'
AND d.data_value > 0
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='21'))";"SELECT COUNT(DISTINCT d.company_profile_id) AS so_dn_bao_lai
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%' AND d.data_value > 0
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='21'))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Tổng tài sản;"Σ Tổng tài sản của tất cả DN
Công thức tổng tài sản theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS tong_tai_san;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='270')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='270')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='300'))";"SELECT SUM(d.data_value) AS tong_tai_san
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('270'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('270'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('300')))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Nợ Phải Trả;"Σ Nợ Phải Trả của tất cả DN 
Công thức nợ phải trả theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS no_phai_tra;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='300')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='300')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='400'))";"SELECT SUM(d.data_value) AS no_phai_tra
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('300'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('300'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('400')))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Vốn CSH;"Σ VCSH của tất cả các DN
Công thức VCSH theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS vcsh;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='400')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='400')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='500'))";"SELECT SUM(d.data_value) AS vcsh
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('400'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('400'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('500')))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Vốn điều lệ;"Σ Vốn điều lệ, Vốn góp của chủ sở hữu của tất cả DN 
Công thức Vốn góp của CSH theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS von_dieu_le;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='411')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='411')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='411'))";"SELECT SUM(d.data_value) AS von_dieu_le
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('411'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('411'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('411')))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Lợi nhuận sau thuế;"Σ Lợi nhuận sau thuế của tất cả DN 
Công thức LNST theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS lnst;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='21'))";"SELECT SUM(d.data_value) AS lnst
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('60'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('60'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('21')))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;ROA;"ROE = (LNST/Tổng tài sản bình quân) * 100%
Tổng tài sản bình quân = (Tổng tài sản đầu kỳ + Tổng tài sản cuối kỳ)/2
Công thức LNST, Tổng tài sản theo ""GSĐC_Công thức CT""
";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(lnst) / SUM(TSBQ) * 100 AS roa_pct;"Tổng tài sản bình quân = (ts_dầu_kỳ + ts_cuối_kỳ)/2
LNST cuối kỳ
-- Chỉ tiêu phái sinh tổng hợp toàn thị trường";"-- ROA = LNST / Tổng tài sản bình quân * 100%
-- TSBQ = (TS đầu kỳ + TS cuối kỳ) / 2
WITH ts_bq AS (
SELECT cd.company_profile_id,
SUM(CASE WHEN rc2.col_desc = '2' THEN d.data_value ELSE 0 END) AS ts_dau,
SUM(CASE WHEN rc2.col_desc = '1' THEN d.data_value ELSE 0 END) AS ts_cuoi
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE cd.report_year=:year AND cd.report_quarter=:quarter
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='270')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='270')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='300'))
GROUP BY cd.company_profile_id
), lnst AS (
SELECT cd.company_profile_id, SUM(d.data_value) AS lnst
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%' AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='21'))
GROUP BY cd.company_profile_id
)
SELECT SUM(l.lnst) / NULLIF(SUM(
CASE WHEN t.ts_dau IS NULL THEN t.ts_cuoi
WHEN t.ts_cuoi IS NULL THEN t.ts_dau
ELSE (t.ts_dau+t.ts_cuoi)/2 END),0)*100 AS roa_pct
FROM ts_bq t JOIN lnst l ON l.company_profile_id=t.company_profile_id";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;ROE;"ROE = (LNST/VCSH bình quân) * 100%
VCSH bình quân = (VCSH đầu kỳ + VCSH cuối kỳ)/2
Công thức LNST, VCSH theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(lnst) / SUM(VCSHBQ) * 100 AS roe_pct;"VCSH bình quân = (vcsh_đầu_kỳ + vcsh_cuối_kỳ)/2
LNST cuối kỳ";"-- ROA = LNST / VCSH bình quân * 100%
-- VCSHBQ = (TS đầu kỳ + TS cuối kỳ) / 2
WITH ts_bq AS (
SELECT cd.company_profile_id,
SUM(CASE WHEN rc2.col_desc = '2' THEN d.data_value ELSE 0 END) AS vcsh_dau,
SUM(CASE WHEN rc2.col_desc = '1' THEN d.data_value ELSE 0 END) AS vcsh_cuoi
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE cd.report_year=:year AND cd.report_quarter=:quarter
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='400')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='D')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='500'))
GROUP BY cd.company_profile_id
), lnst AS (
SELECT cd.company_profile_id, SUM(d.data_value) AS lnst
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%' AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='60')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='21'))
GROUP BY cd.company_profile_id
)
SELECT SUM(l.lnst) / NULLIF(SUM(
CASE WHEN t.vcsh_dau IS NULL THEN t.vcsh_cuoi
WHEN t.vcsh_cuoi IS NULL THEN t.vcsh_dau
ELSE (t.vcsh_dau+t.vcsh_cuoi)/2 END),0)*100 AS roe_pct
FROM ts_bq t JOIN lnst l ON l.company_profile_id=t.company_profile_id";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Hàng Tồn Kho;"Σ Giá trị hàng tồn kho của tất cả DN
Công thức hàng tồn kho theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS hang_ton_kho;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='140')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='140'))
-- Lưu ý: Tổ chức tín dụng không có HTK";"SELECT SUM(d.data_value) AS hang_ton_kho
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='140')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='140'))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Doanh thu;"Σ Doanh thu của tất cả DN 
Công thức Doanh thu theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS doanh_thu;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='10')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='10')
OR (rc.enterprise_type_cd='td' AND rr.row_desc='03'))";"SELECT SUM(d.data_value) AS doanh_thu
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCKQKD%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('10'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('10'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('03')))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Lợi nhuận dồn tích (YTD);"Σ LNST của tất cả DN từ đầu năm đến kỳ báo cáo
Công thức Lợi nhuận dồn tích (YTD) theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS lnst_ytd;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='421')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='421'))
-- LNST YTD = giá trị lũy kế từ đầu năm đến cuối kỳ";"SELECT SUM(d.data_value) AS lnst_ytd
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='421')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='421'))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Phải thu;"Tổng phải thu = Phải thu ngắn hạn + Phải thu dài hạn
Công thức Phải thu theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS phai_thu;"rc2.col_desc = '1' 
AND rc.report_cd LIKE 'BCDKT%' 
AND cd.report_year=:year AND cd.report_quarter=:quarter 
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('130', '210')) 
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('130', '210')) 
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('251')) 
)";"SELECT SUM(d.data_value) AS phai_thu
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year = :year AND cd.report_quarter = :quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('130','210'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('130','210'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('251')))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Tiền và tương đương tiền;"Tiền và tương đương tiền = Tiền mặt + Tiền gửi ngân hàng + Các khoản tương đương tiền
Công thức Tiền và tương đương tiền theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(d.data_value) AS tien_tuong_duong;"rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc='110')
OR (rc.enterprise_type_cd='bh' AND rr.row_desc='110')
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('110','120')))";"SELECT SUM(d.data_value) AS tien_tuong_duong
FROM IDS.data d
JOIN IDS.report_catalog rc ON d.report_catalog_id=rc.id
JOIN IDS.rrow rr ON rr.row_cd = d.row_cd AND rr.report_catalog_id = d.report_catalog_id
JOIN IDS.rcol rc2 ON rc2.col_cd = d.col_cd AND rc2.report_catalog_id = d.report_catalog_id
JOIN IDS.company_data cd ON d.company_data_id=cd.id
WHERE rc2.col_desc = '1'
AND rc.report_cd LIKE 'BCDKT%'
AND cd.report_year=:year AND cd.report_quarter=:quarter
AND ((rc.enterprise_type_cd='dn' AND rr.row_desc IN ('110'))
OR (rc.enterprise_type_cd='bh' AND rr.row_desc IN ('110'))
OR (rc.enterprise_type_cd='td' AND rr.row_desc IN ('110','120')))";;;;
7;;Dashboard Giám sát tổng hợp toàn thị trường -Tổng hợp chỉ tiêu tài chính & thống kê;Nợ/ Vốn CSH;"Tỷ lệ Nợ / Vốn chủ sở hữu = Tổng nợ phải trả / Vốn chủ sở hữu
Công thức Nợ/ Vốn CSH theo ""GSĐC_Công thức CT""";Dashboard;Chỉ tiêu phái sinh;Trùng;Ngày;IDS - GSĐC;;X;;Done;;"IDS.data (d),
IDS.report_catalog (rc),
IDS.company_data (cd)";SUM(no_phai_tra) / NULLIF(SUM(vcsh),0) AS ty_le_no_vcsh;Tổng nợ phải trả / Vốn chủ sở hữu;Nợ/Vốn CSH = Tổng Nợ Phải Trả / VCSH;;;;
