source,brd_id,table,functional_group,scope_status,scope_reason,table_meaning,notes,ba_email,steward_email
FIMS,BRD-SRC-FIMS-BANKMONI,BANKMONI,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách đối tượng gửi báo cáo là Ngân hàng lưu ký,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-BRANCHS,BRANCHS,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách đối tượng gửi báo cáo là CN công ty QLQ nước ngoài,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-BRANCHSBUSINES,BRANCHSBUSINES,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách nghiệp vụ kinh doanh của CN công ty QLQ NN,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-BUSINESS,BUSINESS,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,lưu danh sách danh mục nghiệp vụ kinh doanh,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-CALENDAR,CALENDAR,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách lịch hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-CALENDARMANAGERMENT,CALENDARMANAGERMENT,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu các thay đổi lịch hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-CATEGORIESSTOCK,CATEGORIESSTOCK,FIMS.6 Nhà đầu tư nước ngoài,out_of_scope,Chờ thiết kế LLD,Lưu danh sách danh mục chứng khoán của NĐT NN,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-CATEGORIESSTOCKHIS,CATEGORIESSTOCKHIS,FIMS.6 Nhà đầu tư nước ngoài,out_of_scope,Chờ thiết kế LLD,Lưu danh sách lịch sử sở hữu chứng khoán của NĐT NN,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-CDTWARN,CDTWARN,FIMS.9 Cảnh báo và vi phạm,out_of_scope,Chờ thiết kế LLD,Lưu danh sách điều kiện cảnh báo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-CERTFCATE,CERTFCATE,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — không thiết kế Atomic,lưu danh sách chứng thư số,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-CLOSING_PRICE_SECURITIES,CLOSING_PRICE_SECURITIES,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu giá đóng cửa chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-COMPANYTYPE,COMPANYTYPE,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách danh mục loại hình doanh nghiệp,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-CURRENCY,CURRENCY,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,lưu danh sách danh mục tiền tệ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-DEGREE,DEGREE,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,lưu danh sách danh mục trình độ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-DEPARTMENT,DEPARTMENT,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,lưu danh sách danh mục phòng ban,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-DEPOSITORYCENTER,DEPOSITORYCENTER,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách đối tượng gửi báo cáo là Trung tâm lưu ký,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-DOCUMENT,DOCUMENT,FIMS.11 Trao đổi thông tin,out_of_scope,Chờ thiết kế LLD,Lưu danh sách tài liệu hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-DYNAMICCOLUMNS,DYNAMICCOLUMNS,FIMS.4 Hệ thống động (Dynamic),out_of_scope,Operational/system data — hạ tầng IT ứng dụng,Lưu danh sách cột động,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-DYNAMICCONNECTIONS,DYNAMICCONNECTIONS,FIMS.4 Hệ thống động (Dynamic),out_of_scope,Operational/system data — hạ tầng IT ứng dụng,Lưu danh sách kết nối động,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-DYNAMICTABLES,DYNAMICTABLES,FIMS.4 Hệ thống động (Dynamic),out_of_scope,Operational/system data — hạ tầng IT ứng dụng,Lưu danh sách bảng động,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-EMAILSENTSYSTEM,EMAILSENTSYSTEM,FIMS.11 Trao đổi thông tin,out_of_scope,Chờ thiết kế LLD,Lưu danh sách trao đổi thông tin,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-ERRORLOG,ERRORLOG,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — không thiết kế Atomic,Lưu lịch sử lỗi hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-FORM_SCHEMAS,FORM_SCHEMAS,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,Lưu danh sách schema biểu mẫu động,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-FORM_SCHEMA_VERSIONS,FORM_SCHEMA_VERSIONS,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,Lưu lịch sử phiên bản schema biểu mẫu động,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-FUNDCOMBUSINES,FUNDCOMBUSINES,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách nghiệp vụ kinh doanh của công ty quản lý quỹ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-FUNDCOMPANY,FUNDCOMPANY,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách đối tượng gửi báo cáo là Công ty quản lý quỹ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-FUNDCOMTYPE,FUNDCOMTYPE,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách loại hình công ty của công ty QLQ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-GROUPROLES,GROUPROLES,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — hạ tầng IT ứng dụng,lưu danh sách các quyền được phân cho nhóm người dùng,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-GROUPS,GROUPS,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — hạ tầng IT ứng dụng,Lưu danh sách nhóm người dùng,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-GROUPUSERS,GROUPUSERS,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — hạ tầng IT ứng dụng,lưu danh sách người dùng được phân vào nhóm người dùng,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-INDIREBUSINESS,INDIREBUSINESS,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách nghiệp vụ kinh doanh của người hành nghề,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-INFODISCREPRES,INFODISCREPRES,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách đối tượng gửi báo cáo là người hành nghề chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-INVESTOR,INVESTOR,FIMS.6 Nhà đầu tư nước ngoài,out_of_scope,Chờ thiết kế LLD,lưu danh sách danh mục nhà đầu tư,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-INVESTORHIS,INVESTORHIS,FIMS.6 Nhà đầu tư nước ngoài,out_of_scope,Chờ thiết kế LLD,Lưu danh sách lịch sử của nhà đầu tư,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-INVESTORTYPE,INVESTORTYPE,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,lưu danh sách danh mục loại nhà đầu tư,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-JOBTYPE,JOBTYPE,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách chức vụ của người dùng trên hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-LOCATION,LOCATION,FIMS.5 Danh mục dùng chung,out_of_scope,Dữ liệu địa giới chuẩn hóa tại ECAT — không tự thiết kế Atomic entity (2026-07-10),lưu danh sách tỉnh / thành phố,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-MENUS,MENUS,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — hạ tầng IT ứng dụng,Lưu danh sách các quyền của hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-MENUS_BU,MENUS_BU,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — không thiết kế Atomic,Lưu danh sách menu theo đơn vị,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-MENU_CLONE,MENU_CLONE,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — không thiết kế Atomic,Lưu danh sách menu (clone),,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-MODULES,MODULES,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — không thiết kế Atomic,Lưu danh sách module hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-NATIONAL,NATIONAL,FIMS.5 Danh mục dùng chung,out_of_scope,Dữ liệu địa giới chuẩn hóa tại ECAT — không tự thiết kế Atomic entity (2026-07-10),lưu danh sách quốc tịch / quốc gia,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-NOTIFICATION,NOTIFICATION,FIMS.11 Trao đổi thông tin,out_of_scope,Chờ thiết kế LLD,lưu danh sách thông báo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-PARAWARN,PARAWARN,FIMS.9 Cảnh báo và vi phạm,out_of_scope,Chờ thiết kế LLD,Lưu danh sách tham số cảnh báo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-PERMISSIONS,PERMISSIONS,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — không thiết kế Atomic,Lưu danh sách phân quyền chi tiết,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-REFRESHTOKEN,REFRESHTOKEN,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — không thiết kế Atomic,lưu danh sách các phiên làm việc của người dùng,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RELATEDPROPERTIES,RELATEDPROPERTIES,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách các hình thức liên quan,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RELATIONSHIP,RELATIONSHIP,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách quan hệ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-REPORTTYPE,REPORTTYPE,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách danh mục loại báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-REPORT_TEMPLATES,REPORT_TEMPLATES,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,Lưu danh sách mẫu báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-ROLES,ROLES,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — hạ tầng IT ứng dụng,lưu danh sách nhóm quyền,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-ROLESMENUS,ROLESMENUS,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — hạ tầng IT ứng dụng,lưu danh sách quyền của nhóm quyền,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTHTORY,RPTHTORY,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,lưu lịch sử thay đổi biểu mẫu báo cáo đầu vào,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTMEMBER,RPTMEMBER,FIMS.8 Báo cáo thành viên,out_of_scope,Chờ thiết kế LLD,lưu danh sách báo cáo của các thành viên thị trường,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTOUTFILESAVE,RPTOUTFILESAVE,FIMS.3 Biểu mẫu báo cáo đầu ra,out_of_scope,Chờ thiết kế LLD,Lưu danh sách file thống kê đã được gen tự động,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTOUTMANAGEMENT,RPTOUTMANAGEMENT,FIMS.3 Biểu mẫu báo cáo đầu ra,out_of_scope,Chờ thiết kế LLD,Lưu danh sách cấu hình gen file thống kê tự động,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTPDSHT,RPTPDSHT,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,bảng trung gian giữa bảng SHEET và bảng RPTPERIOD,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTPERIOD,RPTPERIOD,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,lưu danh sách kỳ của báo cáo đầu vào,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTPROCESS,RPTPROCESS,FIMS.8 Báo cáo thành viên,out_of_scope,Chờ thiết kế LLD,lưu danh sách lịch sử xử lý báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTTEMP,RPTTEMP,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,lưu danh sách biểu mẫu báo cáo đầu vào,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTTPOUT,RPTTPOUT,FIMS.3 Biểu mẫu báo cáo đầu ra,out_of_scope,Chờ thiết kế LLD,lưu danh sách biểu mẫu báo cáo đầu ra,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTVALUES,RPTVALUES,FIMS.8 Báo cáo thành viên,out_of_scope,Chờ thiết kế LLD,"bảng lưu giá trị của báo cáo. Mỗi năm, tự động sinh bảng mới",,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPTVALUESMANAGERMENT,RPTVALUESMANAGERMENT,FIMS.8 Báo cáo thành viên,out_of_scope,Chờ thiết kế LLD,Lưu quản lý các bảng lưu giá trị của báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPT_EVENT_TYPE,RPT_EVENT_TYPE,FIMS.8 Báo cáo thành viên,out_of_scope,Chờ thiết kế LLD,Lưu danh sách loại sự vụ báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPT_EVENT_TYPE_LEGAL_BASIS,RPT_EVENT_TYPE_LEGAL_BASIS,FIMS.8 Báo cáo thành viên,out_of_scope,Chờ thiết kế LLD,Lưu danh sách căn cứ pháp lý của loại sự vụ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPT_EVENT_TYPE_SCHEDULE,RPT_EVENT_TYPE_SCHEDULE,FIMS.8 Báo cáo thành viên,out_of_scope,Chờ thiết kế LLD,Lưu lịch nộp báo cáo theo loại sự vụ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPT_EVENT_TYPE_STATUS_LINK,RPT_EVENT_TYPE_STATUS_LINK,FIMS.8 Báo cáo thành viên,out_of_scope,Chờ thiết kế LLD,Lưu liên kết trạng thái loại sự vụ,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPT_FIELD_CATALOG,RPT_FIELD_CATALOG,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,Lưu danh mục trường báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPT_FIELD_CATALOG_USAGE,RPT_FIELD_CATALOG_USAGE,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,Lưu thông tin sử dụng trường báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-RPT_VALUE_CATALOG,RPT_VALUE_CATALOG,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,Lưu danh mục giá trị báo cáo,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SECCOMBUSINES,SECCOMBUSINES,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách nghiệp vụ kinh doanh của công ty chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SECCOMTYPE,SECCOMTYPE,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,lưu danh sách loại hình doanh nghiệp của công ty chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SECURITIES,SECURITIES,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách danh mục chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SECURITIESACCOUNT,SECURITIESACCOUNT,FIMS.6 Nhà đầu tư nước ngoài,out_of_scope,Chờ thiết kế LLD,Lưu danh sách tài khoản giao dịch chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SECURITIESACCOUNTHIS,SECURITIESACCOUNTHIS,FIMS.6 Nhà đầu tư nước ngoài,out_of_scope,Chờ thiết kế LLD,Lưu danh sách lịch sử tài khoản chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SECURITIESCOMPANY,SECURITIESCOMPANY,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách đối tượng gửi báo cáo là Công ty chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SECURITIESTYPE,SECURITIESTYPE,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách loại chứng khoán,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SELFSETPD,SELFSETPD,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,Lưu danh sách cấu hình kỳ báo cáo do cán bộ UB tự thiết lập,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SHEDLOCK,SHEDLOCK,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — không thiết kế Atomic,Bảng khóa lịch tác vụ (distributed lock),,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SHEET,SHEET,FIMS.2 Biểu mẫu báo cáo đầu vào,out_of_scope,Chờ thiết kế LLD,lưu danh sách các sheet trong biểu mẫu báo cáo đầu vào,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SHEETOUT,SHEETOUT,FIMS.3 Biểu mẫu báo cáo đầu ra,out_of_scope,Chờ thiết kế LLD,lưu danh sách sheet của báo cáo đầu ra,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-STATUS,STATUS,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,lưu danh sách danh mục tình trạng hoạt động,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-STOCKEXCHANGE,STOCKEXCHANGE,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách đối tượng gửi báo cáo là Sở giao dịch,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-STOCKHOLDERTYPE,STOCKHOLDERTYPE,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Lưu danh sách danh mục loại cổ đông,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SYSEMAIL,SYSEMAIL,FIMS.11 Trao đổi thông tin,out_of_scope,Chờ thiết kế LLD,lưu danh sách trao đổi thông tin gửi qua mail,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SYSTEMINTEGRATIONCONFIG,SYSTEMINTEGRATIONCONFIG,FIMS.12 Tích hợp hệ thống,out_of_scope,Chờ thiết kế LLD,Lưu danh sách cấu hình kết nối hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SYSTEMINTEGRATIONDATA,SYSTEMINTEGRATIONDATA,FIMS.12 Tích hợp hệ thống,out_of_scope,Chờ thiết kế LLD,Lưu dữ liệu kết nối MSS,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-SYSVAR,SYSVAR,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,Bảng lưu danh sách các tham số hệ thống,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TLPROFILES,TLPROFILES,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,lưu danh sách nhân sự của người đại diện CBTT,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TLPROJOB,TLPROJOB,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,Lưu danh sách chức vụ của nhân sự,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TLPROSTOCKH,TLPROSTOCKH,FIMS.7 Thành viên thị trường,out_of_scope,Chờ thiết kế LLD,lưu danh sách loại cổ đông của nhân sự,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TPOUTHTORY,TPOUTHTORY,FIMS.3 Biểu mẫu báo cáo đầu ra,out_of_scope,Chờ thiết kế LLD,lưu danh sách lịch sử thay đổi biểu mẫu báo cáo đầu ra,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TRADINGAUTHORIZATION,TRADINGAUTHORIZATION,FIMS.10 Ủy quyền CBTT và giao dịch,out_of_scope,Chờ thiết kế LLD,Lưu danh sách ủy quyền giao dịch,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TRADINGAUTHORIZATIONHIS,TRADINGAUTHORIZATIONHIS,FIMS.10 Ủy quyền CBTT và giao dịch,out_of_scope,Chờ thiết kế LLD,Lưu lịch sử ủy quyền giao dịch,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TRADINGAUTHORIZATIONINVES,TRADINGAUTHORIZATIONINVES,FIMS.10 Ủy quyền CBTT và giao dịch,out_of_scope,Chờ thiết kế LLD,Lưu danh sách NĐT NN trong ủy quyền giao dịch,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TRADINGAUTHORIZATIONINVESHIS,TRADINGAUTHORIZATIONINVESHIS,FIMS.10 Ủy quyền CBTT và giao dịch,out_of_scope,Chờ thiết kế LLD,Lưu lịch sử NĐT NN trong ủy quyền giao dịch,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-TRADINGREPRESENTATIVE,TRADINGREPRESENTATIVE,FIMS.6 Nhà đầu tư nước ngoài,out_of_scope,Chờ thiết kế LLD,Lưu danh sách đại diện giao dịch,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-UNIT,UNIT,FIMS.5 Danh mục dùng chung,out_of_scope,Chờ thiết kế LLD,lưu danh sách danh mục đơn vị,,huy.pham@fssc.com.vn,username@ubck.com.vn
FIMS,BRD-SRC-FIMS-USERRPTI,USERRPTI,FIMS.1 Quản trị phân hệ,out_of_scope,Operational/system data — hạ tầng IT ứng dụng,lưu danh sách phân quyền sử dụng báo cáo đầu vào,,huy.pham@fssc.com.vn,username@ubck.com.vn
