id,category,name,description,description_vi,tags,classifications,related_terms,part_of_terms,type_of_terms,secondary_categories,custom_data_type,data_classes
6738,Accounting,Financial Market Position,"Identifies Financial Positions that track balances of Financial Market Instruments such as Bonds, Equities etc. Traded currencies, defined as Currency Instruments, are also tracked. Types of position monitored include settled, traded, lent and borrowed.","[Auto Translated] Xác định các Vị thế Tài chính theo dõi số dư của các Công cụ Thị trường Tài chính như Trái phiếu, Cổ phiếu, v.v. Các loại tiền tệ được giao dịch, được xác định là Công cụ Tiền tệ, cũng được theo dõi. Các loại vị thế được theo dõi bao gồm thanh toán, giao dịch, cho vay và vay.",concept,,Business Core Vocabulary >> Accounting >> Covering Financial Market Position; Business Core Vocabulary >> Involved Party >> Financial Market Position Assessment Issuer; Business Core Vocabulary >> Accounting >> Covered Financial Market Position; Business Core Vocabulary >> Accounting >> Hedged Financial Market Position; Business Core Vocabulary >> Product >> Financial Market Instrument Tracking Financial Market Position; Business Core Vocabulary >> Accounting >> Financial Market Position Underlying Position,,,Business Scopes >> Inheritance Hierarchy Scopes >> Accounting Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope; Business Scopes >> Wealth Management Support >> Wealth Management - Investment And Funds; Business Scopes >> Financial Markets (FM); Business Scopes >> Capital Markets >> Capital Markets - Business Activity & Transaction Fundamentals; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swaps Security-Based Swaps 17 CFR Alignment Scope; Business Scopes >> Wealth Management Support; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Further Definition Of Swap Dealers And Participants 17 CFR Alignment Scope; Business Scopes >> Alignment Scopes >> Capital Requirements Directive (CRD) Alignment Scopes >> CRD 2006/49/EC Alignment Scope; Business Scopes >> Alignment Scopes >> Dodd Frank Alignment Scopes >> DF - Large Trader Reporting 17 CFR 240 And 249 Alignment Scope; Business Scopes >> Financial Markets (FM) >> Financial Market Positions; Business Scopes >> Wealth Management Support >> Wealth Management View; Business Scopes >> Financial Markets (FM) >> Financial Market Instruments; Business Scopes >> Financial Markets (FM) >> Financial Markets Accounting; Business Scopes >> Capital Markets; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading; Business Scopes >> Capital Markets >> Capital Markets View,,
6739,Accounting,Offsetting Accounting Unit,Identifies an Accounting Unit which can be combined with the subject Accounting Unit for the assessment of a net position.,[Auto Translated] Xác định một Đơn vị Kế toán có thể được kết hợp với Đơn vị Kế toán chủ đề để đánh giá vị thế ròng.,property,,Business Core Vocabulary >> Accounting >> Accounting Unit,Business Core Vocabulary >> Accounting >> Accounting Unit,,Business Scopes >> Alignment Scopes >> Capital Requirements Directive (CRD) Alignment Scopes >> CRD 2006/49/EC Alignment Scope,Relationship,
6740,Accounting,Accounting Unit Balance Period Type,Distinguishes between Accounting Unit Balances according to the time frame to which it applies.,[Auto Translated] Phân biệt số dư đơn vị kế toán theo khung thời gian áp dụng.,property,,,Business Core Vocabulary >> Accounting >> Accounting Unit Balance,,Business Scopes >> Investment Banking,Reference Data,
6741,Accounting,Investment Income Received,"Investment Income Received identifies the amount of income received in a given period, in respect of a Financial Market Instrument holding. This amount will include interest on Bonds, share Dividends etc.","[Auto Translated] Thu nhập đầu tư nhận được xác định số thu nhập nhận được trong một khoảng thời gian nhất định đối với việc nắm giữ Công cụ thị trường tài chính. Số tiền này sẽ bao gồm lãi trái phiếu, cổ tức cổ phiếu, v.v.",property,,,Business Core Vocabulary >> Property >> Financial Market Instrument Holding,,,Monetary Amount,
6742,Accounting,Financial Market Position Holding Type,Distinguishes a Financial Market Trading Position by the nature of the position in respect of the availability of the holding.,[Auto Translated] Phân biệt một Vị thế Giao dịch trên Thị trường Tài chính theo tính chất của vị thế đó đối với khả năng nắm giữ cổ phần.,property,,,Business Core Vocabulary >> Accounting >> Financial Market Trading Position,,,Reference Data,
6743,Accounting,Accounting Unit Life Cycle Status Date,"Identifies the calendar date associated with a change in Accounting Unit Life Cycle Status; for example, Date Account Opened, Date Account Closed.","[Auto Translated] Xác định ngày theo lịch liên quan đến thay đổi về Trạng thái Vòng đời của Đơn vị Kế toán; ví dụ: Ngày mở tài khoản, ngày đóng tài khoản.",property,,,Business Core Vocabulary >> Accounting >> Accounting Unit,,,Date,
6744,Accounting,Accumulating Accounting Unit,Identifies the Accounting Unit which accumulates the amounts from other Accounting Units.,[Auto Translated] Xác định Đơn vị kế toán tích lũy số tiền từ các Đơn vị kế toán khác.,property,,Business Core Vocabulary >> Accounting >> Accounting Unit,Business Core Vocabulary >> Accounting >> Accounting Unit Roll Up,,,Relationship,
6745,Accounting,Covering Financial Market Position Type,"Distinguishes between Financial Market Position Cover according to the nature of the position. For example, Covered Debt positions & Covered Equity positions.",[Auto Translated] Phân biệt giữa Vị thế thị trường tài chính theo tính chất của vị thế. Ví dụ: vị trí Nợ được bảo hiểm & vị trí Vốn chủ sở hữu được bảo hiểm.,property,,,Business Core Vocabulary >> Accounting >> Financial Market Position Cover,,,Reference Data,
6746,Accounting,Holding Number Of Periods,The number of units representing the period used for measuring the customers existing or intended holding period of the specified product.,[Auto Translated] Số lượng đơn vị đại diện cho khoảng thời gian được sử dụng để đo lường khoảng thời gian khách hàng hiện có hoặc dự kiến ​​nắm giữ sản phẩm được chỉ định.,property,,,Business Core Vocabulary >> Accounting >> Financial Market Position,,,Number,
6747,Accounting,Marking To Model Type,Distinguishes Marking To Model valuations according to valuation techniques used.,[Auto Translated] Phân biệt đánh giá theo mô hình theo kỹ thuật định giá được sử dụng.,property,,,Business Core Vocabulary >> Accounting >> Financial Market Position,,,Reference Data,
6748,Accounting,Accounting Structure Item Utilization Status Date,Identifies a calendar date associated with a change in the Accounting Structure Unit Utilization Status.,[Auto Translated] Xác định ngày theo lịch liên quan đến thay đổi trong Trạng thái Sử dụng Đơn vị Cơ cấu Kế toán.,property,,,Business Core Vocabulary >> Accounting >> Accounting Structure Item,,,Date,
6749,Accounting,Available For Lending Quantity,Identifies the quantity of a Financial Market Instrument that the institution holds and is available for lending to another institution.,[Auto Translated] Xác định số lượng Công cụ Thị trường Tài chính mà tổ chức này nắm giữ và có sẵn để cho tổ chức khác vay.,property,,,Business Core Vocabulary >> Accounting >> Security Lending Position; Business Performance Indicators >> Investment Management >> Securities Available For Lending,,Business Scopes >> Financial Markets (FM) >> Financial Markets Accounting; Business Scopes >> Financial Markets (FM); Business Scopes >> Financial Markets (FM) >> Financial Markets Trading,Decimal,
6750,Accounting,Arrangement Accounting Category Designation,Identifies a relationship between an Arrangement and the Accounting Category it is assigned to.,[Auto Translated] Xác định mối quan hệ giữa một Thỏa thuận và Danh mục Kế toán mà nó được chỉ định.,concept,,Business Core Vocabulary >> Group >> Accounting Category; Business Core Vocabulary >> Arrangement >> Arrangement,,,Business Scopes >> Alignment Scopes >> EBA DPM Alignment Scope,,
6751,Accounting,Product Accounting Category Life Cycle Status,"Distinguishes between Product Accounting Category assignments according to their life cycle status; for example, active, transferred, etc.","[Auto Translated] Phân biệt giữa các nhiệm vụ Danh mục Kế toán Sản phẩm theo trạng thái vòng đời của chúng; ví dụ: đang hoạt động, được chuyển giao, v.v.",property,,,Business Core Vocabulary >> Accounting >> Product Accounting Category Designation,,,Reference Data,
6752,Accounting,Accounting Structure Identifier,Specifies the unique identification that is assigned to the Accounting Structure.,[Auto Translated] Chỉ định mã nhận dạng duy nhất được gán cho Cấu trúc Kế toán.,property,,,Business Core Vocabulary >> Accounting >> Accounting Structure,,,String,
6753,Accounting,Allocated Accounting Unit,"Identifies an Accounting Unit to which this Accounting Unit is allocated; for example, Accounting Unit 1236 (central advertising expenses) Is Allocated To Account 111134 (Branch XYZ advertising expenses).",[Auto Translated] Xác định Đơn vị Kế toán mà Đơn vị Kế toán này được phân bổ; ví dụ: Đơn vị kế toán 1236 (chi phí quảng cáo trung tâm) được phân bổ vào tài khoản 111134 (chi phí quảng cáo chi nhánh XYZ).,property,,Business Core Vocabulary >> Accounting >> Accounting Unit,Business Core Vocabulary >> Accounting >> Accounting Unit,,Business Scopes >> Financial Markets (FM) >> Financial Markets Accounting; Business Scopes >> Financial Markets (FM); Business Scopes >> Activity Based Costing,Relationship,
6754,Accounting,Borrowing Position Amount,"Identifies the market value of a Financial Market Instrument which has been borrowed from another institution; usually to cover a short sale, where the institution has sold a quantity of an instrument that it does not currently hold.","[Auto Translated] Xác định giá trị thị trường của Công cụ thị trường tài chính đã được vay từ tổ chức khác; thường để trang trải việc bán khống, trong đó tổ chức đã bán một số lượng công cụ mà hiện tại nó không nắm giữ.",property,,,Business Core Vocabulary >> Accounting >> Security Lending Position; Business Performance Indicators >> Investment Management >> Securities Available For Lending,,Business Scopes >> Financial Markets (FM) >> Financial Markets Accounting; Business Scopes >> Financial Markets (FM),Monetary Amount,
