id,code,name,description,description_vi,ref_set_id
73,Portfolio Strategy In Testing,Portfolio Strategy In Testing,Identifies that the strategy is being tested.,[Auto] Xác định rằng chiến lược đang được thử nghiệm.,09489f81-3417-49ef-a1d3-a9f0d7780230
74,Portfolio Strategy Archived,Portfolio Strategy Archived,Identifies that the Strategy is no longer to be used and has been archived.,[Auto] Xác định rằng Chiến lược không còn được sử dụng và đã được lưu trữ.,09489f81-3417-49ef-a1d3-a9f0d7780230
75,Maximum Balance,Maximum Balance,Identifies an Accounting Unit Period Balance that is the highest Accounting Unit Balance amount which has occurred over a specified interval of time.,[Auto] Xác định Số dư trong Kỳ của Đơn vị Kế toán là số tiền Số dư trong Đơn vị Kế toán cao nhất đã xảy ra trong một khoảng thời gian nhất định.,0967b048-8607-4925-92fd-e1830c556be3
76,Total Balance,Total Balance,Identifies an Accounting Unit Period Balance that is the sum of a set of values during the period.,[Auto] Xác định Số dư Kỳ của Đơn vị Kế toán là tổng của một tập hợp các giá trị trong kỳ.,0967b048-8607-4925-92fd-e1830c556be3
77,Median Balance,Median Balance,"Identifies an Accounting Unit Period Balance that is the middle value of a sequenced range of values during the period (or midway between the two middle values); for example, for the set of Balances '7 90 120 45 100', the Median Balance would be 90.","[Auto] Xác định Số dư Kỳ của Đơn vị Kế toán là giá trị ở giữa của một phạm vi giá trị được sắp xếp theo thứ tự trong kỳ (hoặc ở giữa hai giá trị ở giữa); ví dụ: đối với bộ Số dư '7 90 120 45 100', Số dư Trung bình sẽ là 90.",0967b048-8607-4925-92fd-e1830c556be3
78,Minimum Balance,Minimum Balance,Identifies an Accounting Unit Period Balance that is the lowest Accounting Unit Balance amount which has occurred over a specified interval of time.,[Auto] Xác định Số dư trong Kỳ của Đơn vị Kế toán là số tiền Số dư trong Đơn vị Kế toán thấp nhất đã xảy ra trong một khoảng thời gian nhất định.,0967b048-8607-4925-92fd-e1830c556be3
79,Amount Balance,Amount Balance,Identifies an Accounting Unit Period Balance that is the net of a set of values during the period.,[Auto] Xác định Số dư trong kỳ của đơn vị kế toán là giá trị ròng của một tập hợp các giá trị trong kỳ.,0967b048-8607-4925-92fd-e1830c556be3
80,Mean Balance,Mean Balance,Identifies an Accounting Unit Period Balance that is the arithmetic average of Accounting Unit Balance amounts over a specified interval of time.,[Auto] Xác định Số dư trong Kỳ của Đơn vị Kế toán là số trung bình số học của Số dư trong Đơn vị Kế toán trong một khoảng thời gian nhất định.,0967b048-8607-4925-92fd-e1830c556be3
81,Mode Balance,Mode Balance,Identifies an Accounting Unit Period Balance that is the value that occurs most frequently during the period.,[Auto] Xác định Số dư Kỳ của Đơn vị Kế toán là giá trị xảy ra thường xuyên nhất trong kỳ.,0967b048-8607-4925-92fd-e1830c556be3
82,External Message Standard,External Message Standard,"Identifies a Communication that is based on a message format which complies with an agreed standard. For example, a set of bulk account entries received from a customer in the form of a tape or transmission file for direct processing, is in a standard bulk payment message format approved by a standards organization such as ISO.","[Auto] Xác định một Giao tiếp dựa trên định dạng tin nhắn tuân thủ tiêu chuẩn đã thống nhất. Ví dụ: một tập hợp các mục nhập tài khoản hàng loạt nhận được từ khách hàng dưới dạng băng hoặc tệp truyền để xử lý trực tiếp, có định dạng thông báo thanh toán hàng loạt tiêu chuẩn được tổ chức tiêu chuẩn như ISO phê duyệt.",0a0671a2-0d37-4165-a969-cbeecba1f5cd
83,Proprietary Message Standard,Proprietary Message Standard,"Identifies a Communication that is based on a message format following a standard that is internal to the Financial Institution, rather than utilizing an external message standard. For example, an instruction transmitted between proprietary source systems.","[Auto] Xác định Thông tin liên lạc dựa trên định dạng tin nhắn tuân theo tiêu chuẩn nội bộ của Tổ chức Tài chính, thay vì sử dụng tiêu chuẩn tin nhắn bên ngoài. Ví dụ: một lệnh được truyền giữa các hệ thống nguồn độc quyền.",0a0671a2-0d37-4165-a969-cbeecba1f5cd
84,Item Management,Item Management,Identifies a Delivery System that tracks its deliverables to ensure that control over them is maintained.,[Auto] Xác định Hệ thống phân phối theo dõi các sản phẩm phân phối của nó để đảm bảo rằng quyền kiểm soát chúng được duy trì.,0a2550ce-4d8c-4de0-b0f9-c73f1bd1ed89
85,Encryption Capable,Encryption Capable,"Identifies a Delivery System that has the capability of protecting, via encryption, the information being delivered by it.","[Auto] Xác định Hệ thống phân phối có khả năng bảo vệ, thông qua mã hóa, thông tin được phân phối bởi nó.",0a2550ce-4d8c-4de0-b0f9-c73f1bd1ed89
86,Regulatory Compliance,Regulatory Compliance,"Identifies a Data Processing Purpose required to ensure the Financial Institution's compliance with regulations and laws governing the operation of the business. For example, monitoring financial transactions for indications of tax evasion or avoidance, Anti Money Laundering (AML) processes, Know Your Customer (KYC) procedures as part of Customer onboarding process, fulfilling legal obligations to provide information to regulatory bodies as mandated by the relevant authorities in the jurisdiction of operation.","[Auto] Xác định Mục đích xử lý dữ liệu cần thiết để đảm bảo Tổ chức tài chính tuân thủ các quy định và luật điều chỉnh hoạt động của doanh nghiệp. Ví dụ: giám sát các giao dịch tài chính để phát hiện các dấu hiệu trốn hoặc tránh thuế, quy trình Chống rửa tiền (AML), quy trình Biết khách hàng của bạn (KYC) như một phần của quy trình giới thiệu Khách hàng, thực hiện nghĩa vụ pháp lý để cung cấp thông tin cho các cơ quan quản lý theo yêu cầu của các cơ quan liên quan trong khu vực pháp lý hoạt động.",0a4240c3-57aa-4bb1-aa59-d1dcae38e2ba
87,Resource Management,Resource Management,"Identifies a Data Processing Purpose that is required for the effective and efficient control of assets. For example, the management and maintenance of property and infrastructure; the acquisition, deployment and maintenance of equipment; the management of financial resources and investments; the acquisition, development and maintenance of information resources and data assets, which may include the purchase, sale or exchange of data.","[Auto] Xác định Mục đích xử lý dữ liệu cần thiết để kiểm soát tài sản một cách hiệu quả và hiệu quả. Ví dụ, việc quản lý và bảo trì tài sản và cơ sở hạ tầng; việc mua lại, triển khai và bảo trì thiết bị; quản lý nguồn tài chính và đầu tư; việc mua lại, phát triển và duy trì các nguồn thông tin và tài sản dữ liệu, có thể bao gồm việc mua, bán hoặc trao đổi dữ liệu.",0a4240c3-57aa-4bb1-aa59-d1dcae38e2ba
88,Risk Management,Risk Management,"Identifies a Data Processing Purpose that relates to the identification, assessment, measurement, mitigation / elimination of the various risks of the Financial Institution. For example, assessments of individual credit risk ratings, assessments of data breach impacts, reference to blocklists (such as a credit blocklist, a terrorist blocklist), fraud risk measurement, credit or market risk modeling, probability of default calculations, statistical analysis and the calculation of provisions and capital requirements.","[Auto] Xác định Mục đích xử lý dữ liệu liên quan đến việc xác định, đánh giá, đo lường, giảm thiểu/loại bỏ các rủi ro khác nhau của Tổ chức tài chính. Ví dụ: đánh giá xếp hạng rủi ro tín dụng cá nhân, đánh giá tác động vi phạm dữ liệu, tham chiếu đến danh sách chặn (như danh sách chặn tín dụng, danh sách chặn khủng bố), đo lường rủi ro gian lận, mô hình rủi ro tín dụng hoặc thị trường, xác suất tính toán vỡ nợ, phân tích thống kê và tính toán các khoản dự phòng và yêu cầu về vốn.",0a4240c3-57aa-4bb1-aa59-d1dcae38e2ba
89,Research And Innovation,Research And Innovation,"Identifies a Data Processing Purpose that utilizes data to gain an understanding of current and historic trends, of demand for the Financial Institution's existing products and services, and to perform predictive analysis on future trends.  For example, analysis of Customer satisfaction ratings, reviews of the reliability, efficiency and profitability of existing products and services; review of both existing and planned new product and services offerings, to guide decisions around the viability and likely market demand for products and services within specific market sectors or geographic areas.","[Auto] Xác định Mục đích xử lý dữ liệu sử dụng dữ liệu để hiểu rõ về xu hướng hiện tại và lịch sử, về nhu cầu đối với các sản phẩm và dịch vụ hiện có của Tổ chức tài chính cũng như để thực hiện phân tích dự đoán về xu hướng trong tương lai.  Ví dụ: phân tích xếp hạng mức độ hài lòng của Khách hàng, đánh giá về độ tin cậy, hiệu quả và lợi nhuận của các sản phẩm và dịch vụ hiện có; xem xét các sản phẩm và dịch vụ mới hiện có và theo kế hoạch, để hướng dẫn các quyết định liên quan đến khả năng tồn tại và nhu cầu thị trường đối với các sản phẩm và dịch vụ trong các lĩnh vực thị trường hoặc khu vực địa lý cụ thể.",0a4240c3-57aa-4bb1-aa59-d1dcae38e2ba
