id,source_category,source_term,relationship_type,target_category,target_term
370,Arrangement,Arrangement Expected Future Drawdown Amount,part_of,Arrangement,Account Facility Finance Service Arrangement
371,Arrangement,Arrangement Expected Future Drawdown Amount,part_of,Arrangement,Loan Arrangement
372,Arrangement,Number Of Properties Pledged,part_of,Arrangement,Collateral Arrangement
373,Arrangement,Loan Arrangement Loan Officer,related,Involved Party,Employment Position
374,Arrangement,Loan Arrangement Loan Officer,related,Arrangement,Loan Arrangement
375,Arrangement,Insurance Arrangement Reinsurer,related,Involved Party,Reinsurer
376,Arrangement,Insurance Arrangement Reinsurer,part_of,Arrangement,Insurance Arrangement
377,Arrangement,Amount Of Time Past Due,part_of,Arrangement,Finance Service Arrangement
378,Arrangement,Amount Of Time Past Due,part_of,Arrangement,Trading Account Arrangement
379,Arrangement,Amount Of Time Past Due,part_of,Arrangement,Settlement Account Arrangement
380,Arrangement,Clearing Deposit Amount,part_of,Arrangement,Trading Account Arrangement
381,Arrangement,Clearing Deposit Amount,part_of,Arrangement,Settlement Account Arrangement
382,Arrangement,Monthly Payment Cap Percentage,part_of,Arrangement,Mortgage Arrangement
383,Arrangement,Private / Public Investment Indicator,part_of,Arrangement,Investment Arrangement
384,Arrangement,Arrangement Recovery Of Interest And Fees Amount,part_of,Arrangement,Finance Service Arrangement
385,Arrangement,Arrangement Recovery Of Interest And Fees Amount,part_of,Arrangement,Trading Account Arrangement
386,Arrangement,Arrangement Recovery Of Interest And Fees Amount,part_of,Arrangement,Settlement Account Arrangement
387,Arrangement,Arrangement Write Off Of Fees Receivable,part_of,Arrangement,Finance Service Arrangement
388,Arrangement,Arrangement Write Off Of Fees Receivable,part_of,Arrangement,Trading Account Arrangement
389,Arrangement,Arrangement Write Off Of Fees Receivable,part_of,Arrangement,Settlement Account Arrangement
390,Arrangement,Liquidity Facility Arrangement Type,part_of,Arrangement,Liquidity Facility Arrangement
391,Arrangement,Arrangement Write Off Amount,part_of,Arrangement,Finance Service Arrangement
392,Arrangement,Arrangement Write Off Amount,part_of,Arrangement,Trading Account Arrangement
393,Arrangement,Arrangement Write Off Amount,part_of,Arrangement,Settlement Account Arrangement
394,Arrangement,Eligible Double Default Guarantor Flag,part_of,Arrangement,Guarantee Arrangement
395,Arrangement,Insurance Arrangement,related,Event,Claim Insurance Arrangement
396,Arrangement,Insurance Arrangement,related,Arrangement,Arrangement Reinsures Arrangement
397,Arrangement,Last Transaction Date,part_of,Arrangement,Account Arrangement
398,Arrangement,Arrangement Purchaser,related,Involved Party,Involved Party
399,Arrangement,Arrangement Purchaser,part_of,Arrangement,Financial Instrument Arrangement
400,Arrangement,Arrangement Purchaser,part_of,Arrangement,Receivables Financing Arrangement
401,Arrangement,Arrangement Purchaser,part_of,Arrangement,Investment Arrangement
402,Arrangement,Arrangement Purchaser,part_of,Arrangement,Insurance Arrangement
403,Arrangement,Property Arrangement Owner,related,Arrangement,Property Arrangement
404,Arrangement,Property Arrangement Owner,related,Involved Party,Involved Party
405,Arrangement,Delivery Point Significance,part_of,Arrangement,Arrangement Delivery Point
406,Arrangement,Arrangement Rabb-Ul-Mal,related,Involved Party,Involved Party
407,Arrangement,Arrangement Rabb-Ul-Mal,part_of,Arrangement,Mudarabah Arrangement
408,Arrangement,Clean Up Call Option Flag,part_of,Arrangement,Asset Securitization Arrangement
409,Arrangement,Unused Credit Weighting,part_of,Arrangement,Financial Instrument Arrangement
410,Arrangement,Unused Credit Weighting,part_of,Arrangement,Settlement Account Arrangement
411,Arrangement,Unused Credit Weighting,part_of,Arrangement,Asset Securitization Arrangement
412,Arrangement,Unused Credit Weighting,part_of,Arrangement,Finance Service Arrangement
413,Arrangement,Unused Credit Weighting,part_of,Arrangement,Account Facility Finance Service Arrangement
414,Arrangement,Unused Credit Weighting,part_of,Arrangement,Trading Account Arrangement
415,Arrangement,Arrangement Provider,related,Involved Party,Involved Party
416,Arrangement,Arrangement Provider,part_of,Arrangement,Arrangement
417,Arrangement,Arrangement Unweighted Exposure Amount Before CRMT,part_of,Arrangement,Financial Instrument Arrangement
418,Arrangement,Arrangement Unweighted Exposure Amount Before CRMT,part_of,Arrangement,Settlement Account Arrangement
419,Arrangement,Arrangement Unweighted Exposure Amount Before CRMT,part_of,Arrangement,Asset Securitization Arrangement
420,Arrangement,Arrangement Unweighted Exposure Amount Before CRMT,part_of,Arrangement,Finance Service Arrangement
421,Arrangement,Arrangement Unweighted Exposure Amount Before CRMT,part_of,Arrangement,Account Facility Finance Service Arrangement
422,Arrangement,Arrangement Unweighted Exposure Amount Before CRMT,part_of,Arrangement,Trading Account Arrangement
423,Arrangement,Arrangement Life Cycle Status Reason,part_of,Arrangement,Arrangement
424,Arrangement,Securitization Exposure Type,part_of,Arrangement,Asset Securitization Arrangement
425,Arrangement,Prepayment Penalty Flag End Date,part_of,Arrangement,Loan Arrangement
426,Arrangement,Benefit Arrangement,related,Arrangement,Arrangement Beneficiary
427,Arrangement,Securitization Granularity,part_of,Arrangement,Asset Securitization Arrangement
428,Arrangement,Unconditional Flag,part_of,Arrangement,Security Arrangement
429,Arrangement,Arrangement Manager,related,Involved Party,Individual
430,Arrangement,Arrangement Manager,part_of,Arrangement,Arrangement
431,Arrangement,Arrangement Provides Security For Arrangement,related,Arrangement,Finance Service Arrangement
432,Arrangement,Arrangement Provides Security For Arrangement,related,Arrangement,Security Arrangement
433,Arrangement,Explicit Flag,part_of,Arrangement,Security Arrangement
434,Arrangement,Share Of Profit Amount,part_of,Arrangement,Arrangement Involved Party Exposure
435,Arrangement,Share Of Profit Amount,part_of,Arrangement,Customer Arrangement Relationship
436,Arrangement,Share Of Profit Amount,part_of,Profitability,Islamic Banking Profitability Analysis
437,Arrangement,Involved Party Subsidized Arrangement Relationship Limit Condition,related,Condition,Arrangement Involved Party Relationship Limit
438,Arrangement,Involved Party Subsidized Arrangement Relationship Limit Condition,part_of,Arrangement,Arrangement Subsidizer
439,Arrangement,Payment Collection Service Arrangement Type,part_of,Arrangement,Payment Collection Service Arrangement
440,Arrangement,Arrangement Owner Relationship Limit Condition Sequence Number,part_of,Arrangement,Property Arrangement Owner
441,Arrangement,Lessor,related,Involved Party,Involved Party
442,Arrangement,Lessor,part_of,Arrangement,Leasing Arrangement
443,Arrangement,Accrued Interest Receivable,part_of,Arrangement,Finance Service Arrangement
444,Arrangement,Accrued Interest Receivable,part_of,Arrangement,Trading Account Arrangement
445,Arrangement,Accrued Interest Receivable,part_of,Arrangement,Settlement Account Arrangement
446,Arrangement,Documentation Providing Access,related,Documentation,Documentation Item
447,Arrangement,Documentation Providing Access,part_of,Arrangement,Product Arrangement
448,Arrangement,Percentage Of Exposure Covered,part_of,Arrangement,Security Arrangement For Financial Market Instrument
449,Arrangement,Percentage Of Exposure Covered,part_of,Arrangement,Arrangement Provides Security For Arrangement
450,Arrangement,Arrangement Collateral Recipient,related,Involved Party,Involved Party
451,Arrangement,Arrangement Collateral Recipient,part_of,Arrangement,Collateral Arrangement
452,Arrangement,Margin Maintenance Frequency,part_of,Arrangement,Margin Lending Arrangement
453,Arrangement,Interest-Bearing Account Flag,part_of,Arrangement,Escrow Service Arrangement
454,Arrangement,Interest-Bearing Account Flag,part_of,Arrangement,Deposit Arrangement
455,Arrangement,Interest-Bearing Account Flag,part_of,Arrangement,Investment Arrangement
456,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Financial Instrument Arrangement
457,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Settlement Account Arrangement
458,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Asset Securitization Arrangement
459,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Finance Service Arrangement
460,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Account Facility Finance Service Arrangement
461,Arrangement,Arrangement Credit Risk Accounting Category Date,part_of,Arrangement,Trading Account Arrangement
462,Arrangement,Restructure Delay Reason,part_of,Arrangement,Finance Service Arrangement
463,Arrangement,Restructure Delay Reason,part_of,Arrangement,Account Facility Finance Service Arrangement
464,Arrangement,Total Processed Payment Level Threshold,part_of,Payments,Payment Service Reliability
465,Arrangement,Total Processed Payment Level Threshold,part_of,Arrangement,Payment Service Arrangement
466,Arrangement,Financial Planning Arrangement Type,part_of,Arrangement,Financial Planning Arrangement
467,Arrangement,Arrangement Exposure Currency,related,Common,Currency
468,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Financial Instrument Arrangement
469,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Settlement Account Arrangement
470,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Asset Securitization Arrangement
471,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Finance Service Arrangement
472,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Account Facility Finance Service Arrangement
473,Arrangement,Arrangement Exposure Currency,part_of,Arrangement,Trading Account Arrangement
474,Arrangement,Commodity Collateral Type,part_of,Arrangement,Collateral Arrangement
475,Arrangement,Arrangement Reference Entity,related,Involved Party,Organization
476,Arrangement,Arrangement Reference Entity,part_of,Arrangement,Financial Instrument Arrangement
477,Arrangement,Flood Insurance Certificate,related,Documentation,Flood Insurance Document
478,Arrangement,Flood Insurance Certificate,part_of,Arrangement,Mortgage Arrangement
479,Arrangement,Principal Amount Outstanding Percentage,part_of,Arrangement,Finance Service Arrangement
480,Arrangement,Principal Amount Outstanding Percentage,part_of,Arrangement,Trading Account Arrangement
481,Arrangement,Principal Amount Outstanding Percentage,part_of,Arrangement,Settlement Account Arrangement
482,Arrangement,Repayment Total Number,part_of,Arrangement,Loan Arrangement
483,Arrangement,Periodic Interest Rate Cap,part_of,Arrangement,Loan Arrangement Adjustment Period
484,Arrangement,Insurance Arrangement Expiry Date,part_of,Arrangement,Insurance Arrangement
485,Arrangement,Arrangement Phase,part_of,Arrangement,Mortgage Arrangement
486,Arrangement,Arrangement Phase,part_of,Arrangement,Credit Facility Arrangement
487,Arrangement,Arrangement Phase,part_of,Arrangement,Financial Instrument Arrangement
488,Arrangement,Arrangement Phase,part_of,Arrangement,Investment Arrangement
489,Arrangement,Arrangement Investment Sector Type,part_of,Arrangement,Financial Instrument Arrangement
490,Arrangement,Arrangement Investment Sector Type,part_of,Arrangement,Trading Account Arrangement
491,Arrangement,Arrangement Investment Sector Type,part_of,Arrangement,Investment Arrangement
492,Arrangement,Minimum Finance Charge Amount,part_of,Arrangement,Credit Card Arrangement
493,Arrangement,Initial Margin Requirement Percentage,part_of,Arrangement,Trading Account Arrangement
494,Arrangement,Account Facility Finance Service Arrangement Type,part_of,Arrangement,Account Facility Finance Service Arrangement
495,Arrangement,Account Arrangement Type,part_of,Arrangement,Account Arrangement
496,Arrangement,Payment Exception Level Threshold,part_of,Payments,Payment Service Reliability
497,Arrangement,Payment Exception Level Threshold,part_of,Arrangement,Payment Service Arrangement
