STT,Bảng,Cột,Loại vấn đề,Mô tả trong tài liệu thiết kế,Thực tế trên CSDL UAT,Câu hỏi cần làm rõ,Trạng thái
465,PROFESSIONALS,IDENTITY_ISSUE_PLACE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
466,PROFESSIONALS,IDENTITY_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
467,PROFESSIONALS,MOBILE_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
468,PROFESSIONALS,NATIONAL,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
469,PROFESSIONALS,PASSWORD,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(250 CHAR),NVARCHAR2(500),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
470,PROFESSIONALS,PERMANENT_ADDRESS,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
471,PROFESSIONALS,PHONE_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
472,PROFESSIONALS,PLACE_OF_BIRTH,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
473,PROFESSIONALS,POSITION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
474,PROFESSIONALS,PREVIOUS_IDENTITY_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
475,PROFESSIONALS,RELIGION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
476,PROFESSIONALS,USERNAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
477,PROFESSIONALS,WORKPLACE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
478,PROFESSIONAL_HISTORIES,ADDRESS,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
479,PROFESSIONAL_HISTORIES,AVATAR,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
480,PROFESSIONAL_HISTORIES,BIRTH_YEAR,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(4 CHAR),NVARCHAR2(8),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
481,PROFESSIONAL_HISTORIES,DEPARTMENT,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
482,PROFESSIONAL_HISTORIES,EMAIL,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
483,PROFESSIONAL_HISTORIES,FIRST_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
484,PROFESSIONAL_HISTORIES,FULL_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
485,PROFESSIONAL_HISTORIES,HOMETOWN,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
486,PROFESSIONAL_HISTORIES,IDENTITY_ISSUE_PLACE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
487,PROFESSIONAL_HISTORIES,IDENTITY_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
488,PROFESSIONAL_HISTORIES,MOBILE_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
489,PROFESSIONAL_HISTORIES,NATIONAL,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
490,PROFESSIONAL_HISTORIES,PASSWORD,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
491,PROFESSIONAL_HISTORIES,PERMANENT_ADDRESS,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
492,PROFESSIONAL_HISTORIES,PHONE_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
493,PROFESSIONAL_HISTORIES,PLACE_OF_BIRTH,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
494,PROFESSIONAL_HISTORIES,POSITION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
495,PROFESSIONAL_HISTORIES,PREVIOUS_IDENTITY_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
496,PROFESSIONAL_HISTORIES,REASON_UPDATE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
497,PROFESSIONAL_HISTORIES,RELIGION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
498,PROFESSIONAL_HISTORIES,USERNAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
499,PROFESSIONAL_HISTORIES,WORKPLACE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
500,PROFESSIONAL_RELATIONSHIPS,ADDRESS,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
501,PROFESSIONAL_RELATIONSHIPS,FULL_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
502,PROFESSIONAL_RELATIONSHIPS,IDENTITY_ID,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
503,PROFESSIONAL_RELATIONSHIPS,NOTE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
504,PROFESSIONAL_RELATIONSHIPS,OCCUPATION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
505,PROFESSIONAL_RELATIONSHIPS,WORKPLACE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
506,PROFESSIONAL_TRAININGS,AWARDS,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
507,PROFESSIONAL_TRAININGS,DISCIPLINES,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
508,PROFESSIONAL_TRAININGS,END_DATE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(10 CHAR),NVARCHAR2(20),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
509,PROFESSIONAL_TRAININGS,SPECIALIZATION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
510,PROFESSIONAL_TRAININGS,START_DATE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(10 CHAR),NVARCHAR2(20),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
511,PROFESSIONAL_TRAININGS,TRAINING_PLACE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
512,PROFESSIONAL_WORK_HISTORIES,AWARDS,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
513,PROFESSIONAL_WORK_HISTORIES,DISCIPLINES,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
514,PROFESSIONAL_WORK_HISTORIES,POSITION_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
515,PROFESSIONAL_WORK_HISTORIES,UNIT_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
516,PROFESSIONAL_WORK_HISTORIES,WORKPLACE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(2000 CHAR),NVARCHAR2(4000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
517,PROVINCES,PROVINCE_CODE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
518,PROVINCES,PROVINCE_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(250 CHAR),NVARCHAR2(500),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
519,ROLES,DESCRIPTION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
520,SEND_AND_RECIEVE_LOGS,METHOD,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(10 CHAR),NVARCHAR2(20),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
521,SEND_AND_RECIEVE_LOGS,PATH,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
522,SIGNATURE_LOGS,CER_PATH,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(510 CHAR),NVARCHAR2(1020),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
523,SIGNATURE_LOGS,HASH,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(510 CHAR),NVARCHAR2(1020),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
524,SMS_LOGS,MESSAGE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1000 CHAR),NVARCHAR2(2000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
525,SMS_LOGS,SMS_TO,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(20 CHAR),NVARCHAR2(40),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
526,SPECIALIZATIONS,MCDT_CODE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
527,SPECIALIZATIONS,SPECIALIZATION_CODE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
528,SPECIALIZATIONS,SPECIALIZATION_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
529,SPECIALIZATION_COURSES,ADDRESS,Khac biet do CHAR/BYTE (khong sua),NCHAR(500 CHAR),NCHAR(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
530,SPECIALIZATION_COURSES,COURSE_CODE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
531,SPECIALIZATION_COURSES,COURSE_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
532,SPECIALIZATION_COURSE_DETAILS,DESCRIPTION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(500 CHAR),NVARCHAR2(1000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
533,SPECIALIZATION_COURSE_DETAILS,EXAM_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
534,SPECIALIZATION_COURSE_DETAILS,FULL_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
535,SPECIALIZATION_COURSE_DETAILS,IDENTITY_ISSUE_PLACE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
536,SPECIALIZATION_COURSE_DETAILS,IDENTITY_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
537,SPECIALIZATION_COURSE_DETAILS,NOTE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
538,SPECIALIZATION_COURSE_DETAILS,PLACE_OF_BIRTH,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
539,SYSTEM_PARAMETERS,DESCRIPTION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
540,SYSTEM_PARAMETERS,PARAMETER_CODE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
541,UNITS,ADDRESS,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
542,UNITS,DESCRIPTION,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
543,UNITS,EMAIL,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
544,UNITS,FAX,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
545,UNITS,LEVEL_,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
546,UNITS,PHONE_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
547,UNITS,UNIT_CODE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(100 CHAR),NVARCHAR2(200),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
548,UNITS,UNIT_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1000 CHAR),NVARCHAR2(2000),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
549,USERS,EMAIL,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
550,USERS,FULL_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
551,USERS,PHONE_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(20 CHAR),NVARCHAR2(40),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
552,USERS,USERNAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
553,VERIFY_APPLICATION_STATUSES,OVERVIEW_FILE_PATH,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(200 CHAR),NVARCHAR2(400),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
554,VIOLATIONS,FULL_NAME,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(255 CHAR),NVARCHAR2(510),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
555,VIOLATIONS,IDENTITY_NUMBER,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(50 CHAR),NVARCHAR2(100),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
556,VIOLATIONS,NOTE,Khac biet do CHAR/BYTE (khong sua),NVARCHAR2(1024 CHAR),NVARCHAR2(2048),"Da xac nhan la artifact tinh byte cua DDL dump, giu nguyen do dai CSV",Đã giải thích - không cần sửa
