path,name,description,description_vi
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 6 Credit Risk IRB Alignment Scope,Basel II P3 T 6 Credit Risk IRB Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on credit risk portfolios subject to the Internal Ratings Based Approach. This Scope supports the reporting requirements for Table 6 of Pillar 3 Market Discipline in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ số hiệu quả kinh doanh cần thiết để báo cáo về danh mục rủi ro tín dụng tuân theo Phương pháp tiếp cận dựa trên xếp hạng nội bộ. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 6 của Nguyên tắc thị trường trụ cột thứ 3 trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 6 Credit Risk IRB Equity Alignment Scope,Basel II P3 T 6 Credit Risk IRB Equity Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on credit risk for equity portfolios subject to the Internal Ratings Based Approach. This Scope supports the reporting requirements for Table 6 of Pillar 3 Market Discipline in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ báo hiệu quả kinh doanh cần thiết để báo cáo về rủi ro tín dụng đối với danh mục đầu tư vốn cổ phần tuân theo Phương pháp tiếp cận dựa trên xếp hạng nội bộ. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 6 của Nguyên tắc thị trường trụ cột thứ 3 trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 6 Credit Risk IRB Retail Alignment Scope,Basel II P3 T 6 Credit Risk IRB Retail Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on credit risk for retail portfolios subject to the Internal Ratings Based Approach. This Scope supports the reporting requirements for Table 6 of Pillar 3 Market Discipline in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ báo hiệu quả kinh doanh cần thiết để báo cáo về rủi ro tín dụng cho danh mục đầu tư bán lẻ tuân theo Phương pháp tiếp cận dựa trên xếp hạng nội bộ. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 6 của Nguyên tắc thị trường trụ cột thứ 3 trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 6 Credit Risk Losses IRB Advanced Alignment Scope,Basel II P3 T 6 Credit Risk Losses IRB Advanced Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on credit risk losses subject to the Advanced Internal Ratings Based Approach. This Scope supports the reporting requirements for Table 6 of Pillar 3 Market Discipline in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ báo hiệu quả kinh doanh cần thiết để báo cáo về tổn thất do rủi ro tín dụng theo Phương pháp tiếp cận dựa trên xếp hạng nội bộ nâng cao. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 6 của Nguyên tắc thị trường trụ cột thứ 3 trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 6 Credit Risk Losses IRB Alignment Scope,Basel II P3 T 6 Credit Risk Losses IRB Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on credit risk losses subject to the Internal Ratings Based Approach. This Scope supports the reporting requirements for Table 6 of Pillar 3 Market Discipline in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ số hiệu quả kinh doanh cần thiết để báo cáo về tổn thất do rủi ro tín dụng theo Phương pháp tiếp cận dựa trên xếp hạng nội bộ. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 6 của Nguyên tắc thị trường trụ cột thứ 3 trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 7 Credit Risk Mitigation Alignment Scope,Basel II P3 T 7 Credit Risk Mitigation Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on credit risk mitigation subject to the Standardized and Internal Ratings Based approaches. This Scope supports the reporting requirements for Table 7 of Pillar 3 Market Discipline in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ báo hiệu quả kinh doanh cần thiết để báo cáo về việc giảm thiểu rủi ro tín dụng theo các phương pháp tiếp cận Dựa trên xếp hạng nội bộ và Tiêu chuẩn hóa. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 7 của Nguyên tắc thị trường trụ cột thứ 3 trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosure Alignment Scope,Basel II P3 T 9 Securitization Disclosure Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on securitizations subject to the Standardized and Internal Ratings Based approaches. This Scope supports the reporting requirements for Table 9 of Pillar 3 Market Discipline in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ số hiệu quả kinh doanh cần thiết để báo cáo về chứng khoán hóa theo các phương pháp tiếp cận dựa trên xếp hạng nội bộ và tiêu chuẩn hóa. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 9 của Nguyên tắc thị trường trụ cột thứ 3 trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosures Banking Book Alignment Scope,Basel II P3 T 9 Securitization Disclosures Banking Book Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on securitizations subject to the Standardized and Internal Ratings Based approaches. This Scope supports the reporting requirements for Table 9 of Pillar 3 Market Discipline for Banking Book in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ số hiệu quả kinh doanh cần thiết để báo cáo về chứng khoán hóa theo các phương pháp tiếp cận dựa trên xếp hạng nội bộ và tiêu chuẩn hóa. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 9 của Nguyên tắc thị trường trụ cột 3 đối với sổ sách ngân hàng trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Disclosures Trading Book Alignment Scope,Basel II P3 T 9 Securitization Disclosures Trading Book Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on securitizations subject to the Standardized and Internal Ratings Based approaches. This Scope supports the reporting requirements for Table 9 of Pillar 3 Market Discipline for Trading Book in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ số hiệu quả kinh doanh cần thiết để báo cáo về chứng khoán hóa theo các phương pháp tiếp cận dựa trên xếp hạng nội bộ và tiêu chuẩn hóa. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 9 của Nguyên tắc thị trường trụ cột 3 đối với sổ giao dịch trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 9 Securitization Early Amortization Alignment Scope,Basel II P3 T 9 Securitization Early Amortization Alignment Scope,"This alignment scope includes the business terms from the Business Core Vocabulary and Business Performance Indicators required for reporting on the early amortization of securitizations subject to the Standardized and Internal Ratings Based approaches. This Scope supports the reporting requirements for Table 9 of Pillar 3 Market Discipline in the Basel Capital Accord, Basel Committee for Banking Supervision, Bank for International Settlements.","[Auto] Phạm vi liên kết này bao gồm các thuật ngữ kinh doanh từ Từ vựng cốt lõi trong kinh doanh và Chỉ báo hiệu quả kinh doanh cần thiết để báo cáo về việc khấu hao sớm chứng khoán hóa theo các phương pháp tiếp cận dựa trên xếp hạng nội bộ và tiêu chuẩn hóa. Phạm vi này hỗ trợ các yêu cầu báo cáo cho Bảng 9 của Nguyên tắc thị trường trụ cột thứ 3 trong Hiệp định vốn Basel, Ủy ban giám sát ngân hàng Basel, Ngân hàng thanh toán quốc tế."
