"stt","datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"9","Fact Corporate Bond Daily Market Summary","fct_corp_bond_dly_mkt_smry","Net Revenue","net_rev","true","Currency Amount","decimal(23,2)","","Doanh thu thuần TPDN forward-fill theo quý — K_GSTT_23. Join: corp_bond_tdg_snpst.symb → pblc_co.bond_ticker. Row Code: '10'/'03' theo entp_tp_code.","LEFT JOIN pblc_co ON pblc_co.bond_ticker = corp_bond_tdg_snpst.symb → JOIN pblc_co_rpt_subm ON pblc_co_rpt_subm.pblc_co_id = pblc_co.pblc_co_id → JOIN pblc_co_fnc_rpt_val ON pblc_co_fnc_rpt_val.pblc_co_rpt_subm_id = pblc_co_rpt_subm.pblc_co_rpt_subm_id AND pblc_co_fnc_rpt_val.row_code IN ('10','03') AND pblc_co_fnc_rpt_val.clmn_code = '1' → pblc_co_fnc_rpt_val.data_val","join_atomic","Public Company Financial Report Value","pblc_co_fnc_rpt_val","Data Value","data_val"
"9","Fact Corporate Bond Daily Market Summary","fct_corp_bond_dly_mkt_smry","Reference Price","refr_prc","true","Currency Amount","decimal(23,2)","","Giá tham chiếu TPDN — K_GSTT_14b.","corp_bond_tdg_snpst.refr_prc","direct","Corporate Bond Trading Snapshot","corp_bond_tdg_snpst","Reference Price","refr_prc"
"9","Fact Corporate Bond Daily Market Summary","fct_corp_bond_dly_mkt_smry","Trading Date Dimension Id","tdg_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK ngày giao dịch TPDN.","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = corp_bond_tdg_snpst.tdg_dt","lookup_date","Corporate Bond Trading Snapshot","corp_bond_tdg_snpst","Trading Date","tdg_dt"
"9","Fact Corporate Bond Daily Market Summary","fct_corp_bond_dly_mkt_smry","Total Match Value","tot_mtch_val","true","Currency Amount","decimal(23,2)","","Tổng GT khớp lệnh TPDN — K_GSTT_18b. Market Id Code = 'BDO'.","INNER JOIN scr_trd ON scr_trd.symb_code = corp_bond_tdg_snpst.symb AND scr_trd.trd_dt = corp_bond_tdg_snpst.tdg_dt → SUM(scr_trd.exec_val WHERE scr_trd.mkt_id_code = 'BDO' AND scr_trd.board_tp_code IN ('G1','G2','G3','T1','T2','T3'))","join_atomic","Securities Trade","scr_trd","Exec Value","exec_val"
"9","Fact Corporate Bond Daily Market Summary","fct_corp_bond_dly_mkt_smry","Total Match Volume","tot_mtch_vol","true","Small Counter","int","","Tổng KL khớp lệnh TPDN — K_GSTT_17b. Market Id Code = 'BDO'.","INNER JOIN scr_trd ON scr_trd.symb_code = corp_bond_tdg_snpst.symb AND scr_trd.trd_dt = corp_bond_tdg_snpst.tdg_dt → SUM(scr_trd.exec_vol WHERE scr_trd.mkt_id_code = 'BDO' AND scr_trd.board_tp_code IN ('G1','G2','G3','T1','T2','T3'))","join_atomic","Securities Trade","scr_trd","Exec Volume","exec_vol"
"10","Fact Corporate Bond Sector Snapshot","fct_corp_bond_sctr_snpst","Bond Outstanding By Sector Bil VND","bond_oustndg_sctr_bil_vnd","true","Currency Amount","decimal(23,2)","","Dư nợ TP per ngành KL-based — PENDING (VSDC.TT138 chưa có Atomic)","","pending","","","",""
"10","Fact Corporate Bond Sector Snapshot","fct_corp_bond_sctr_snpst","Bond Trading Value Bil VND","bond_tdg_val_bil_vnd","true","Currency Amount","decimal(23,2)","","GTGD trái phiếu per ngành TCPH (tỷ VND)","INNER JOIN corp_bond_tdg_snpst ON corp_bond_tdg_snpst.corp_bond_tdg_snpst_id = corp_bond_mtch_log.corp_bond_tdg_snpst_id AND corp_bond_tdg_snpst.flr_code = '06' AND corp_bond_mtch_log.tdg_dt = snpst_dt → SUM(corp_bond_mtch_log.acm_val) GROUP BY pblc_co.idy_cgy_code","join_atomic","Corporate Bond Match Log / Corporate Bond Trading Snapshot","corp_bond_mtch_log / corp_bond_tdg_snpst","Accumulated Value / Floor Code","acm_val / flr_code"
"10","Fact Corporate Bond Sector Snapshot","fct_corp_bond_sctr_snpst","Bond Trading Value Ratio Pct","bond_tdg_val_rto_pct","true","Percentage","decimal(5,2)","","Tỷ trọng GTGD TP per ngành / Tổng GTGD TP (%)","INNER JOIN corp_bond_tdg_snpst ON corp_bond_tdg_snpst.corp_bond_tdg_snpst_id = corp_bond_mtch_log.corp_bond_tdg_snpst_id AND corp_bond_tdg_snpst.flr_code = '06' AND corp_bond_mtch_log.tdg_dt = snpst_dt → SUM(corp_bond_mtch_log.acm_val) GROUP BY pblc_co.idy_cgy_code / NULLIF(SUM(corp_bond_mtch_log.acm_val),0) * 100","join_atomic","Corporate Bond Match Log / Corporate Bond Trading Snapshot","corp_bond_mtch_log / corp_bond_tdg_snpst","Accumulated Value / Floor Code","acm_val / flr_code"
"10","Fact Corporate Bond Sector Snapshot","fct_corp_bond_sctr_snpst","Bond Trading Value Total Bil VND","bond_tdg_val_tot_bil_vnd","true","Currency Amount","decimal(23,2)","","Tổng GTGD trái phiếu toàn thị trường tại ngày (tỷ VND)","INNER JOIN corp_bond_tdg_snpst ON corp_bond_tdg_snpst.corp_bond_tdg_snpst_id = corp_bond_mtch_log.corp_bond_tdg_snpst_id AND corp_bond_tdg_snpst.flr_code = '06' AND corp_bond_mtch_log.tdg_dt = snpst_dt → SUM(corp_bond_mtch_log.acm_val)","join_atomic","Corporate Bond Match Log","corp_bond_mtch_log","Accumulated Value","acm_val"
"10","Fact Corporate Bond Sector Snapshot","fct_corp_bond_sctr_snpst","Sector Dimension Id","sctr_dim_id","false","Surrogate Dimension Key","string","FK → Corp Bond Sector Dimension","FK chiều ngành TCPH","LOOKUP corp_bond_sctr_dim ON corp_bond_sctr_dim.sctr_code = pblc_co.idy_cgy_code AND corp_bond_mtch_log.tdg_dt BETWEEN corp_bond_sctr_dim.eff_dt AND corp_bond_sctr_dim.expiry_dt","lookup_dim","Public Company","pblc_co","Industry Category Code","idy_cgy_code"
"10","Fact Corporate Bond Sector Snapshot","fct_corp_bond_sctr_snpst","Snapshot Date","snpst_dt","false","Date","date","DD","Ngày snapshot","corp_bond_mtch_log.tdg_dt","direct","Corporate Bond Match Log","corp_bond_mtch_log","Trading Date","tdg_dt"
"10","Fact Corporate Bond Sector Snapshot","fct_corp_bond_sctr_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK ngày snapshot — Driving: corp_bond_mtch_log","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = corp_bond_mtch_log.tdg_dt","lookup_date","Corporate Bond Match Log","corp_bond_mtch_log","Trading Date","tdg_dt"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Fund Management Company Dimension Id","fnd_mgt_co_dim_id","false","Surrogate Dimension Key","string","FK → Fund Management Company Dimension","FK CTQLQ — lookup qua NK co_code, active record","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → LOOKUP fnd_mgt_co_dim ON fnd_mgt_co_dim.co_code = rpt_impr_val.fnd_mgt_co_code AND fnd_mgt_co_dim.ds_rcrd_st = 1","lookup_dim","Report Import Value","rpt_impr_val","Fund Management Company Code","fnd_mgt_co_code"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Individual Contract Count","ind_ctr_cnt","true","Small Counter","int","","Số HĐ UTDM cá nhân per CTQLQ per kỳ — pending O_FMS_1","SUM(CAST(rpt_impr_val.val AS int)) WHERE rpt_impr_val.rpt_trgt_id = '180102'","computed","Report Import Value","rpt_impr_val","Value","val"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Individual Trust Market Value","ind_trst_mkt_val","true","Currency Amount","decimal(23,2)","","GTTT UTDM cá nhân per CTQLQ per kỳ — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Organization Contract Count","org_ctr_cnt","true","Small Counter","int","","Số HĐ UTDM tổ chức per CTQLQ per kỳ — pending O_FMS_1","SUM(CAST(rpt_impr_val.val AS int)) WHERE rpt_impr_val.rpt_trgt_id = '180103'","computed","Report Import Value","rpt_impr_val","Value","val"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Organization Trust Market Value","org_trst_mkt_val","true","Currency Amount","decimal(23,2)","","GTTT UTDM tổ chức per CTQLQ per kỳ — pending O_FMS_1","","pending","Report Import Value","rpt_impr_val","Value","val"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Report Date Dimension Id","rpt_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK ngày báo cáo — lookup qua mbr_prd_rpt.day_rpt, filter SUBMITTED/LATE","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt_id = mbr_prd_rpt.day_rpt","lookup_date","Member Periodic Report","mbr_prd_rpt","Day Report","day_rpt"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Reporting Period Code","rpt_prd_code","false","Text","string","DD","Mã kỳ báo cáo — Degenerate Dimension","rpt_impr_val.rpt_prd_code","direct","Report Import Value","rpt_impr_val","Reporting Period Code","rpt_prd_code"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Report Template Code","rpt_tpl_code","false","Text","string","DD","Mã biểu mẫu BC — Degenerate Dimension","rpt_impr_val.rpt_id","direct","Report Import Value","rpt_impr_val","Report Id","rpt_id"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Total Contract Count","tot_ctr_cnt","true","Small Counter","int","","Tổng số HĐ UTDM per CTQLQ per kỳ từ RPTVALUES — pending O_FMS_1","SUM(CAST(rpt_impr_val.val AS int)) WHERE rpt_impr_val.rpt_trgt_id = '180101'","computed","Report Import Value","rpt_impr_val","Value","val"
"11","Fact Discretionary Investment Contract Snapshot","fct_dscr_ivsm_ctr_snpst","Total Trust Market Value","tot_trst_mkt_val","true","Currency Amount","decimal(23,2)","","Tổng GTTT UTDM per CTQLQ per kỳ từ RPTVALUES — pending O_FMS_1","SUM(CAST(rpt_impr_val.val AS decimal)) WHERE rpt_impr_val.rpt_trgt_id = '180110'","computed","Report Import Value","rpt_impr_val","Value","val"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Active Company Count","actv_co_cnt","true","Small Counter","int","","COUNT CTQLQ Life Cycle Status = đang hoạt động tại tháng snapshot","CROSS JOIN (SELECT COUNT(fnd_mgt_co.fnd_mgt_co_id) AS actv_co_cnt FROM fnd_mgt_co WHERE fnd_mgt_co.lcs_code = 'ACTIVE') AS cte_co","join_atomic","Fund Management Company","fnd_mgt_co","Fund Management Company Id","fnd_mgt_co_id"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Distribution Agent Count","dstr_agnt_cnt","true","Small Counter","int","","COUNT đại lý phân phối CCQ tại tháng snapshot","CROSS JOIN (SELECT COUNT(fnd_dstr_agnt.fnd_dstr_agnt_id) AS dstr_agnt_cnt FROM fnd_dstr_agnt WHERE fnd_dstr_agnt.practice_st_code = 'ACTIVE') AS cte_agnt","join_atomic","Fund Distribution Agent","fnd_dstr_agnt","Fund Distribution Agent Id","fnd_dstr_agnt_id"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Foreign Org Unit Branch Count","frgn_ou_brch_cnt","true","Small Counter","int","","COUNT Chi nhánh CTQLQ nước ngoài tại VN","CROSS JOIN (SELECT COUNT(frgn_fnd_mgt_ou.frgn_fnd_mgt_ou_id) AS frgn_ou_brch_cnt FROM frgn_fnd_mgt_ou WHERE frgn_fnd_mgt_ou.practice_st_code = 'ACTIVE' AND ARRAY_CONTAINS(frgn_fnd_mgt_ou.bsn_tp_codes, 'CHI_NHANH')) AS cte_brch","join_atomic","Foreign Fund Management Organization Unit","frgn_fnd_mgt_ou","Foreign Fund Management Organization Unit Id","frgn_fnd_mgt_ou_id"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Foreign Org Unit Rep Office Count","frgn_ou_rep_ofc_cnt","true","Small Counter","int","","COUNT VPĐD CTQLQ nước ngoài tại VN","CROSS JOIN (SELECT COUNT(frgn_fnd_mgt_ou.frgn_fnd_mgt_ou_id) AS frgn_ou_rep_ofc_cnt FROM frgn_fnd_mgt_ou WHERE frgn_fnd_mgt_ou.practice_st_code = 'ACTIVE' AND ARRAY_CONTAINS(frgn_fnd_mgt_ou.bsn_tp_codes, 'VPDD')) AS cte_vpdd","join_atomic","Foreign Fund Management Organization Unit","frgn_fnd_mgt_ou","Foreign Fund Management Organization Unit Id","frgn_fnd_mgt_ou_id"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Investment Fund Count","ivsm_fnd_cnt","true","Small Counter","int","","COUNT quỹ đầu tư tất cả loại hình tại tháng snapshot","CROSS JOIN (SELECT COUNT(ivsm_fnd.ivsm_fnd_id) AS ivsm_fnd_cnt FROM ivsm_fnd) AS cte_fnd","join_atomic","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Retirement Fund Count","retmt_fnd_cnt","true","Small Counter","int","","COUNT quỹ hưu trí tại tháng snapshot","CROSS JOIN (SELECT COUNT(ivsm_fnd.ivsm_fnd_id) AS retmt_fnd_cnt FROM ivsm_fnd WHERE ivsm_fnd.fnd_tp_code = 'QUY_HUUTRI') AS cte_retmt","join_atomic","Investment Fund","ivsm_fnd","Investment Fund Id","ivsm_fnd_id"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK ngày snapshot — lookup qua mbr_prd_rpt.day_rpt, filter SUBMITTED/LATE","INNER JOIN mbr_prd_rpt ON mbr_prd_rpt.mbr_prd_rpt_id = rpt_impr_val.mbr_prd_rpt_id AND mbr_prd_rpt.rpt_subm_st_code IN ('SUBMITTED','LATE') → LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt_id = mbr_prd_rpt.day_rpt","lookup_date","Member Periodic Report","mbr_prd_rpt","Day Report","day_rpt"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Total AUM Amount","tot_aum_amt","true","Currency Amount","decimal(23,2)","","Tổng AUM toàn thị trường từ BC RPTVALUES — pending O_FMS_1","SUM(CAST(rpt_impr_val.val AS decimal)) WHERE rpt_impr_val.rpt_id = '<rpt_id>' AND rpt_impr_val.rpt_shet_id = '<rpt_shet_id>' AND rpt_impr_val.rpt_trgt_id = 'AUM_ROW'","computed","Report Import Value","rpt_impr_val","Value","val"
"12","Fact Fund Management Company Snapshot","fct_fnd_mgt_co_snpst","Total Discretionary Contract Count","tot_dscr_ctr_cnt","true","Small Counter","int","","Tổng số HĐ UTDM toàn thị trường từ BC RPTVALUES mã 180101 — pending O_FMS_1","SUM(CAST(rpt_impr_val.val AS int)) WHERE rpt_impr_val.rpt_trgt_id = '180101'","computed","Report Import Value","rpt_impr_val","Value","val"
"13","Fact Foreign Investor Capital Flow","fct_frgn_ivsr_cptl_flow","Capital Amount","cptl_amt","True","Currency Amount","decimal(23,2)","","Số tiền vào hoặc ra (VNĐ) — luôn dương; phân biệt chiều bằng Event Type Code. Từ FIMS.RPTVALUES.Values với cell code tương ứng","mbr_rpt_val.cell_val","direct","Member Report Value","mbr_rpt_val","Cell Value","cell_val"
"13","Fact Foreign Investor Capital Flow","fct_frgn_ivsr_cptl_flow","Country Dimension Id","cty_dim_id","False","Surrogate Dimension Key","string","FK → Geographic Area Dimension","FK quốc tịch NĐT — lookup chain: Foreign Investor.Nationality Code → Geographic Area Id","LOOKUP geo_dim ON geo_dim.geo_code = frgn_ivsr.nat_code AND mbr_reg_rpt.rpt_dt BETWEEN geo_dim.eff_dt AND geo_dim.expiry_dt -- via: INNER JOIN mbr_reg_rpt ON mbr_reg_rpt.mbr_reg_rpt_id = mbr_rpt_val.mbr_reg_rpt_id -- via: INNER JOIN frgn_ivsr ON frgn_ivsr.frgn_ivsr_id = mbr_reg_rpt.frgn_ivsr_id","lookup_dim","Foreign Investor","frgn_ivsr","Nationality Code","nat_code"
"13","Fact Foreign Investor Capital Flow","fct_frgn_ivsr_cptl_flow","Event Type Code","ev_tp_code","False","Classification Value","string","","Loại sự kiện: IN = dòng tiền vào / OUT = dòng tiền ra — ETL derived từ cell code trong RPTVALUES","CASE WHEN mbr_rpt_val.cell_code IN ('IN_CELLS') THEN 'IN' ELSE 'OUT' END","computed","Member Report Value","mbr_rpt_val","Cell Code","cell_code"
"13","Fact Foreign Investor Capital Flow","fct_frgn_ivsr_cptl_flow","Investor Dimension Id","ivsr_dim_id","False","Surrogate Dimension Key","string","FK → Foreign Investor Dimension","FK nhà đầu tư — lookup từ Member Regulatory Report.Foreign Investor Id","LOOKUP frgn_ivsr_dim ON frgn_ivsr_dim.ivsr_code = mbr_reg_rpt.frgn_ivsr_code AND mbr_reg_rpt.rpt_dt BETWEEN frgn_ivsr_dim.eff_dt AND frgn_ivsr_dim.expiry_dt -- via: INNER JOIN mbr_reg_rpt ON mbr_reg_rpt.mbr_reg_rpt_id = mbr_rpt_val.mbr_reg_rpt_id","lookup_dim","Member Regulatory Report","mbr_reg_rpt","Foreign Investor Code","frgn_ivsr_code"
"13","Fact Foreign Investor Capital Flow","fct_frgn_ivsr_cptl_flow","Report Date Dimension Id","rpt_dt_dim_id","False","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup từ Member Regulatory Report.Report Date → Calendar Date Dimension. FIMS.RPTMEMBER.DayReport","LOOKUP cdr_dt_dim ON cdr_dt_dim.full_dt = mbr_reg_rpt.rpt_dt -- via: INNER JOIN mbr_reg_rpt ON mbr_reg_rpt.mbr_reg_rpt_id = mbr_rpt_val.mbr_reg_rpt_id","lookup_date","Member Regulatory Report","mbr_reg_rpt","Report Date","rpt_dt"
"14","Fact Foreign Investor Portfolio Snapshot","fct_frgn_ivsr_prtfl_snpst","Asset Category Dimension Id","ast_cgy_dim_id","False","Surrogate Dimension Key","string","FK → Asset Category Dimension","FK loại tài sản — ETL map từ FIMS_SECURITIES_TYPE. Xem O_NDTNN_9","","pending","Asset Category Dimension","","Asset Category Dimension Id",""
"14","Fact Foreign Investor Portfolio Snapshot","fct_frgn_ivsr_prtfl_snpst","Country Dimension Id","cty_dim_id","False","Surrogate Dimension Key","string","FK → Geographic Area Dimension","FK quốc tịch NĐT — lookup chain: Foreign Investor.Nationality Code → Geographic Area","LOOKUP geo_dim ON geo_dim.geo_code = frgn_ivsr.nat_code AND slicer_dt BETWEEN geo_dim.eff_dt AND geo_dim.expiry_dt -- via: INNER JOIN frgn_ivsr ON frgn_ivsr.frgn_ivsr_id = frgn_ivsr_stk_prtfl_snpst.frgn_ivsr_id","lookup_dim","Foreign Investor","frgn_ivsr","Nationality Code","nat_code"
